Year,Tipo de servicio,Entidad federativa,Sexo,GeoCode,Value
2019,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Mujeres,8,73.44082616
2017,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Mujeres,8,79.83079526
2015,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Mujeres,8,76.0406214
2013,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Mujeres,8,81.8270909
2021,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Hombres,8,88.20779817
2019,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Hombres,8,79.39265252
2017,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Hombres,8,81.51079281
2015,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Hombres,8,70.35044472
2013,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Hombres,8,79.89058577
2021,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Total,9,83.16496265
2019,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Total,9,74.8327084
2017,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Total,9,79.22335493
2015,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Total,9,81.85622147
2013,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Total,9,83.21755344
2021,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Mujeres,9,82.40513651
2019,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Mujeres,9,73.73259415
2017,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Mujeres,9,75.81372237
2015,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Mujeres,9,79.28643571
2013,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Mujeres,9,86.60224786
2021,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Hombres,9,83.9705471
2019,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Hombres,9,76.01049108
2017,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Hombres,9,83.44418125
2015,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Hombres,9,85.738026
2013,Satisfacción con el servicio de educación pública universitaria,Ciudad de México,Hombres,9,78.10138788
2021,Satisfacción con el servicio de educación pública universitaria,Durango,Total,10,87.51770865
2019,Satisfacción con el servicio de educación pública universitaria,Durango,Total,10,84.53666732
2017,Satisfacción con el servicio de educación pública universitaria,Durango,Total,10,87.84604419
2015,Satisfacción con el servicio de educación pública universitaria,Durango,Total,10,77.0470086
2013,Satisfacción con el servicio de educación pública universitaria,Durango,Total,10,89.84033279
2021,Satisfacción con el servicio de educación pública universitaria,Durango,Mujeres,10,87.43519706
2019,Satisfacción con el servicio de educación pública universitaria,Durango,Mujeres,10,89.86529129
2017,Satisfacción con el servicio de educación pública universitaria,Durango,Mujeres,10,86.49950377
2015,Satisfacción con el servicio de educación pública universitaria,Durango,Mujeres,10,75.87615056
2013,Satisfacción con el servicio de educación pública universitaria,Durango,Mujeres,10,85.08111682
2021,Satisfacción con el servicio de educación pública universitaria,Durango,Hombres,10,87.61957195
2019,Satisfacción con el servicio de educación pública universitaria,Durango,Hombres,10,79.18006607
2017,Satisfacción con el servicio de educación pública universitaria,Durango,Hombres,10,89.13128274
2015,Satisfacción con el servicio de educación pública universitaria,Durango,Hombres,10,78.9518085
2013,Satisfacción con el servicio de educación pública universitaria,Durango,Hombres,10,97.02225633
2021,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Total,11,93.74908852
2019,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Total,11,81.89006736
2017,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Total,11,90.35537535
2015,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Total,11,92.48929066
2013,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Total,11,80.0277114
2021,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Mujeres,11,90.54473758
2019,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Mujeres,11,74.46168894
2017,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Mujeres,11,90.30629903
2015,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Mujeres,11,89.36144108
2013,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Mujeres,11,82.85795728
2021,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Hombres,11,97.25381679
2019,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Hombres,11,90.11918799
2017,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Hombres,11,90.40787363
2015,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Hombres,11,100.0
2013,Satisfacción con el servicio de educación pública universitaria,Guanajuato,Hombres,11,76.37288058
2021,Satisfacción con el servicio de educación pública universitaria,Guerrero,Total,12,70.57625277
2019,Satisfacción con el servicio de educación pública universitaria,Guerrero,Total,12,66.18094016
2017,Satisfacción con el servicio de educación pública universitaria,Guerrero,Total,12,80.45222567
2015,Satisfacción con el servicio de educación pública universitaria,Guerrero,Total,12,63.01928536
2013,Satisfacción con el servicio de educación pública universitaria,Guerrero,Total,12,69.51385678
2021,Satisfacción con el servicio de educación pública universitaria,Guerrero,Mujeres,12,69.60907434
2019,Satisfacción con el servicio de educación pública universitaria,Guerrero,Mujeres,12,62.60708656
2017,Satisfacción con el servicio de educación pública universitaria,Guerrero,Mujeres,12,80.38204757
2015,Satisfacción con el servicio de educación pública universitaria,Guerrero,Mujeres,12,64.56749451
2013,Satisfacción con el servicio de educación pública universitaria,Guerrero,Mujeres,12,70.71452415
2021,Satisfacción con el servicio de educación pública universitaria,Guerrero,Hombres,12,71.15033183
2019,Satisfacción con el servicio de educación pública universitaria,Guerrero,Hombres,12,69.65248652
2017,Satisfacción con el servicio de educación pública universitaria,Guerrero,Hombres,12,80.55127087
2015,Satisfacción con el servicio de educación pública universitaria,Guerrero,Hombres,12,60.37067813
2013,Satisfacción con el servicio de educación pública universitaria,Guerrero,Hombres,12,66.81039598
2021,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Total,13,79.71714759
2019,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Total,13,86.29167689
2017,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Total,13,88.25157012
2015,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Total,13,77.00968788
2013,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Total,13,78.48167059
2021,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Mujeres,13,84.8312568
2019,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Mujeres,13,85.06006006
2017,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Mujeres,13,84.64689266
2015,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Mujeres,13,76.13425926
2013,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Mujeres,13,87.48616601
2021,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Hombres,13,75.5528195
2019,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Hombres,13,87.2104899
2017,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Hombres,13,91.40258457
2015,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Hombres,13,78.93564199
2013,Satisfacción con el servicio de educación pública universitaria,Hidalgo,Hombres,13,72.80251284
2021,Satisfacción con el servicio de educación pública universitaria,Jalisco,Total,14,86.59608316
2019,Satisfacción con el servicio de educación pública universitaria,Jalisco,Total,14,68.89306446
2017,Satisfacción con el servicio de educación pública universitaria,Jalisco,Total,14,85.57467369
2015,Satisfacción con el servicio de educación pública universitaria,Jalisco,Total,14,77.04743023
2013,Satisfacción con el servicio de educación pública universitaria,Jalisco,Total,14,68.42120413
2021,Satisfacción con el servicio de educación pública universitaria,Jalisco,Mujeres,14,86.66744757
2019,Satisfacción con el servicio de educación pública universitaria,Jalisco,Mujeres,14,60.54606034
2017,Satisfacción con el servicio de educación pública universitaria,Jalisco,Mujeres,14,87.01058765
2015,Satisfacción con el servicio de educación pública universitaria,Jalisco,Mujeres,14,78.04870525
2013,Satisfacción con el servicio de educación pública universitaria,Jalisco,Mujeres,14,69.03711066
2021,Satisfacción con el servicio de educación pública universitaria,Jalisco,Hombres,14,86.50451714
2019,Satisfacción con el servicio de educación pública universitaria,Jalisco,Hombres,14,74.54707137
2017,Satisfacción con el servicio de educación pública universitaria,Jalisco,Hombres,14,84.57584183
2015,Satisfacción con el servicio de educación pública universitaria,Jalisco,Hombres,14,75.88448171
2013,Satisfacción con el servicio de educación pública universitaria,Jalisco,Hombres,14,67.84102184
2021,Satisfacción con el servicio de educación pública universitaria,México,Total,15,92.24452913
2019,Satisfacción con el servicio de educación pública universitaria,México,Total,15,76.78946939
2017,Satisfacción con el servicio de educación pública universitaria,México,Total,15,82.626445
2015,Satisfacción con el servicio de educación pública universitaria,México,Total,15,75.95409295
2013,Satisfacción con el servicio de educación pública universitaria,México,Total,15,79.11209215
2021,Satisfacción con el servicio de educación pública universitaria,México,Mujeres,15,91.81754652
2019,Satisfacción con el servicio de educación pública universitaria,México,Mujeres,15,67.98354345
2017,Satisfacción con el servicio de educación pública universitaria,México,Mujeres,15,78.76405979
2015,Satisfacción con el servicio de educación pública universitaria,México,Mujeres,15,79.41901317
2013,Satisfacción con el servicio de educación pública universitaria,México,Mujeres,15,87.92381785
2021,Satisfacción con el servicio de educación pública universitaria,México,Hombres,15,93.07956159
2019,Satisfacción con el servicio de educación pública universitaria,México,Hombres,15,84.43024911
2017,Satisfacción con el servicio de educación pública universitaria,México,Hombres,15,87.64878719
2015,Satisfacción con el servicio de educación pública universitaria,México,Hombres,15,69.22413763
2013,Satisfacción con el servicio de educación pública universitaria,México,Hombres,15,70.83015795
2021,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Total,16,60.63335069
2019,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Total,16,73.57601944
2017,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Total,16,87.1175815
2015,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Total,16,65.78392754
2013,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Total,16,65.47087412
2021,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Mujeres,16,67.46254523
2019,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Mujeres,16,80.00078559
2017,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Mujeres,16,93.04664957
2015,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Mujeres,16,67.05655704
2013,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Mujeres,16,62.36889917
2021,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Hombres,16,53.43715477
2019,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Hombres,16,65.72327044
2017,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Hombres,16,83.95831554
2015,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Hombres,16,63.53960825
2013,Satisfacción con el servicio de educación pública universitaria,Michoacán de Ocampo,Hombres,16,68.30556761
2021,Satisfacción con el servicio de educación pública universitaria,Morelos,Total,17,72.65463508
2019,Satisfacción con el servicio de educación pública universitaria,Morelos,Total,17,82.32238678
2017,Satisfacción con el servicio de educación pública universitaria,Morelos,Total,17,76.82140712
2015,Satisfacción con el servicio de educación pública universitaria,Morelos,Total,17,69.55545902
2013,Satisfacción con el servicio de educación pública universitaria,Morelos,Total,17,78.65547786
2021,Satisfacción con el servicio de educación pública universitaria,Morelos,Mujeres,17,73.69165088
2019,Satisfacción con el servicio de educación pública universitaria,Morelos,Mujeres,17,74.08793265
2017,Satisfacción con el servicio de educación pública universitaria,Morelos,Mujeres,17,84.98081151
2015,Satisfacción con el servicio de educación pública universitaria,Morelos,Mujeres,17,71.3978606
2013,Satisfacción con el servicio de educación pública universitaria,Morelos,Mujeres,17,72.7314541
2021,Satisfacción con el servicio de educación pública universitaria,Morelos,Hombres,17,70.20009369
2019,Satisfacción con el servicio de educación pública universitaria,Morelos,Hombres,17,89.97970258
2017,Satisfacción con el servicio de educación pública universitaria,Morelos,Hombres,17,70.51916657
2015,Satisfacción con el servicio de educación pública universitaria,Morelos,Hombres,17,67.21946734
2013,Satisfacción con el servicio de educación pública universitaria,Morelos,Hombres,17,86.43205244
2021,Satisfacción con el servicio de educación pública universitaria,Nayarit,Total,18,90.27505478
2019,Satisfacción con el servicio de educación pública universitaria,Nayarit,Total,18,82.63810041
2017,Satisfacción con el servicio de educación pública universitaria,Nayarit,Total,18,84.74742667
2015,Satisfacción con el servicio de educación pública universitaria,Nayarit,Total,18,83.78598387
2013,Satisfacción con el servicio de educación pública universitaria,Nayarit,Total,18,86.79565687
2021,Satisfacción con el servicio de educación pública universitaria,Nayarit,Mujeres,18,89.35454953
2019,Satisfacción con el servicio de educación pública universitaria,Nayarit,Mujeres,18,75.9513766
2017,Satisfacción con el servicio de educación pública universitaria,Nayarit,Mujeres,18,92.09998176
2015,Satisfacción con el servicio de educación pública universitaria,Nayarit,Mujeres,18,79.02329182
2013,Satisfacción con el servicio de educación pública universitaria,Nayarit,Mujeres,18,90.625
2021,Satisfacción con el servicio de educación pública universitaria,Nayarit,Hombres,18,91.25089095
2019,Satisfacción con el servicio de educación pública universitaria,Nayarit,Hombres,18,90.62110792
2017,Satisfacción con el servicio de educación pública universitaria,Nayarit,Hombres,18,77.70659833
2015,Satisfacción con el servicio de educación pública universitaria,Nayarit,Hombres,18,89.06749902
2013,Satisfacción con el servicio de educación pública universitaria,Nayarit,Hombres,18,82.58615102
2021,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Total,19,81.24837215
2019,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Total,19,91.37302081
2017,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Total,19,89.61398575
2015,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Total,19,82.49545998
2013,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Total,19,89.14843037
2021,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Mujeres,19,82.80558838
2019,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Mujeres,19,92.57823798
2017,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Mujeres,19,93.08758093
2015,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Mujeres,19,86.98647674
2013,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Mujeres,19,89.9055056
2021,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Hombres,19,79.7348922
2019,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Hombres,19,89.7995194
2017,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Hombres,19,83.50209342
2015,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Hombres,19,77.64988532
2013,Satisfacción con el servicio de educación pública universitaria,Nuevo León,Hombres,19,88.20080348
2021,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Total,20,56.87301544
2019,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Total,20,59.21920644
2017,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Total,20,53.56722311
2015,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Total,20,43.69495232
2013,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Total,20,45.76973583
2021,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Mujeres,20,63.277493
2019,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Mujeres,20,59.5470675
2017,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Mujeres,20,49.11645548
2015,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Mujeres,20,56.00231694
2013,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Mujeres,20,61.27237285
2021,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Hombres,20,50.11158224
2019,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Hombres,20,58.91018414
2017,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Hombres,20,56.55647542
2015,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Hombres,20,22.81104104
2013,Satisfacción con el servicio de educación pública universitaria,Oaxaca,Hombres,20,31.39175597
2021,Satisfacción con el servicio de educación pública universitaria,Puebla,Total,21,76.02292848
2019,Satisfacción con el servicio de educación pública universitaria,Puebla,Total,21,72.98166173
2017,Satisfacción con el servicio de educación pública universitaria,Puebla,Total,21,83.42780267
2015,Satisfacción con el servicio de educación pública universitaria,Puebla,Total,21,76.79419881
2013,Satisfacción con el servicio de educación pública universitaria,Puebla,Total,21,82.71615695
2021,Satisfacción con el servicio de educación pública universitaria,Puebla,Mujeres,21,70.29549375
2019,Satisfacción con el servicio de educación pública universitaria,Puebla,Mujeres,21,65.34733763
2017,Satisfacción con el servicio de educación pública universitaria,Puebla,Mujeres,21,80.00659932
2015,Satisfacción con el servicio de educación pública universitaria,Puebla,Mujeres,21,75.98834972
2013,Satisfacción con el servicio de educación pública universitaria,Puebla,Mujeres,21,79.07959361
2021,Satisfacción con el servicio de educación pública universitaria,Puebla,Hombres,21,83.17020288
2019,Satisfacción con el servicio de educación pública universitaria,Puebla,Hombres,21,79.15157897
2017,Satisfacción con el servicio de educación pública universitaria,Puebla,Hombres,21,87.4135076
2015,Satisfacción con el servicio de educación pública universitaria,Puebla,Hombres,21,78.03161556
2013,Satisfacción con el servicio de educación pública universitaria,Puebla,Hombres,21,86.1073381
2021,Satisfacción con el servicio de educación pública universitaria,Querétaro,Total,22,84.5851027
2019,Satisfacción con el servicio de educación pública universitaria,Querétaro,Total,22,87.67302911
2017,Satisfacción con el servicio de educación pública universitaria,Querétaro,Total,22,76.51113539
2015,Satisfacción con el servicio de educación pública universitaria,Querétaro,Total,22,82.39523418
2013,Satisfacción con el servicio de educación pública universitaria,Querétaro,Total,22,75.38684982
2021,Satisfacción con el servicio de educación pública universitaria,Querétaro,Mujeres,22,88.18727217
2019,Satisfacción con el servicio de educación pública universitaria,Querétaro,Mujeres,22,90.0109044
2017,Satisfacción con el servicio de educación pública universitaria,Querétaro,Mujeres,22,73.92510073
2015,Satisfacción con el servicio de educación pública universitaria,Querétaro,Mujeres,22,79.10464098
2013,Satisfacción con el servicio de educación pública universitaria,Querétaro,Mujeres,22,86.90382702
2021,Satisfacción con el servicio de educación pública universitaria,Querétaro,Hombres,22,81.2602951
2019,Satisfacción con el servicio de educación pública universitaria,Querétaro,Hombres,22,86.27412211
2017,Satisfacción con el servicio de educación pública universitaria,Querétaro,Hombres,22,79.92674451
2015,Satisfacción con el servicio de educación pública universitaria,Querétaro,Hombres,22,87.06222057
2013,Satisfacción con el servicio de educación pública universitaria,Querétaro,Hombres,22,62.98280237
2021,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Total,23,67.52732218
2019,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Total,23,78.40981338
2017,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Total,23,73.30488322
2015,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Total,23,76.08706418
2013,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Total,23,87.05851303
2021,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Mujeres,23,78.10172536
2019,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Mujeres,23,75.97201668
2017,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Mujeres,23,71.8292218
2015,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Mujeres,23,73.56799892
2013,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Mujeres,23,95.75128749
2021,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Hombres,23,58.92596201
2019,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Hombres,23,81.46214099
2017,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Hombres,23,74.62443086
2015,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Hombres,23,82.9787234
2013,Satisfacción con el servicio de educación pública universitaria,Quintana Roo,Hombres,23,81.01828707
2021,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Total,24,83.05424099
2019,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Total,24,87.2961436
2017,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Total,24,78.78083536
2015,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Total,24,87.10544748
2013,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Total,24,73.06908687
2021,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Mujeres,24,86.03163823
2019,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Mujeres,24,91.52752107
2017,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Mujeres,24,89.70503438
2015,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Mujeres,24,89.35865526
2013,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Mujeres,24,72.99777166
2021,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Hombres,24,80.13856173
2019,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Hombres,24,83.60586315
2017,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Hombres,24,66.62636332
2015,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Hombres,24,82.67916946
2013,Satisfacción con el servicio de educación pública universitaria,San Luis Potosí,Hombres,24,73.15223413
2021,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Total,25,73.85558868
2019,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Total,25,86.14429111
2017,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Total,25,84.27581535
2015,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Total,25,78.20375291
2013,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Total,25,85.78564719
2021,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Mujeres,25,68.52515433
2019,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Mujeres,25,85.00161572
2017,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Mujeres,25,86.17468154
2015,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Mujeres,25,75.83344115
2013,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Mujeres,25,80.75597762
2021,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Hombres,25,79.99223951
2019,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Hombres,25,87.71058942
2017,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Hombres,25,82.24018948
2015,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Hombres,25,79.6730471
2013,Satisfacción con el servicio de educación pública universitaria,Sinaloa,Hombres,25,91.28192691
2021,Satisfacción con el servicio de educación pública universitaria,Sonora,Total,26,75.90621772
2019,Satisfacción con el servicio de educación pública universitaria,Sonora,Total,26,87.51092387
2017,Satisfacción con el servicio de educación pública universitaria,Sonora,Total,26,82.75342558
2015,Satisfacción con el servicio de educación pública universitaria,Sonora,Total,26,78.88436216
2013,Satisfacción con el servicio de educación pública universitaria,Sonora,Total,26,78.66107276
2021,Satisfacción con el servicio de educación pública universitaria,Sonora,Mujeres,26,76.19844848
2019,Satisfacción con el servicio de educación pública universitaria,Sonora,Mujeres,26,82.70865483
2017,Satisfacción con el servicio de educación pública universitaria,Sonora,Mujeres,26,83.06753827
2015,Satisfacción con el servicio de educación pública universitaria,Sonora,Mujeres,26,83.75506322
2013,Satisfacción con el servicio de educación pública universitaria,Sonora,Mujeres,26,86.91923198
2021,Satisfacción con el servicio de educación pública universitaria,Sonora,Hombres,26,75.51611975
2019,Satisfacción con el servicio de educación pública universitaria,Sonora,Hombres,26,91.61589626
2017,Satisfacción con el servicio de educación pública universitaria,Sonora,Hombres,26,82.43824298
2015,Satisfacción con el servicio de educación pública universitaria,Sonora,Hombres,26,73.81228867
2013,Satisfacción con el servicio de educación pública universitaria,Sonora,Hombres,26,73.34781112
2021,Satisfacción con el servicio de educación pública universitaria,Tabasco,Total,27,79.42228023
2019,Satisfacción con el servicio de educación pública universitaria,Tabasco,Total,27,76.08957599
2017,Satisfacción con el servicio de educación pública universitaria,Tabasco,Total,27,76.94290803
2015,Satisfacción con el servicio de educación pública universitaria,Tabasco,Total,27,76.18693643
2013,Satisfacción con el servicio de educación pública universitaria,Tabasco,Total,27,60.80032666
2021,Satisfacción con el servicio de educación pública universitaria,Tabasco,Mujeres,27,75.92791686
2019,Satisfacción con el servicio de educación pública universitaria,Tabasco,Mujeres,27,77.55811643
2017,Satisfacción con el servicio de educación pública universitaria,Tabasco,Mujeres,27,74.60388808
2015,Satisfacción con el servicio de educación pública universitaria,Tabasco,Mujeres,27,68.62745098
2013,Satisfacción con el servicio de educación pública universitaria,Tabasco,Mujeres,27,56.17675312
2021,Satisfacción con el servicio de educación pública universitaria,Tabasco,Hombres,27,83.76726717
2019,Satisfacción con el servicio de educación pública universitaria,Tabasco,Hombres,27,74.85012367
2017,Satisfacción con el servicio de educación pública universitaria,Tabasco,Hombres,27,78.6168074
2015,Satisfacción con el servicio de educación pública universitaria,Tabasco,Hombres,27,84.08565197
2013,Satisfacción con el servicio de educación pública universitaria,Tabasco,Hombres,27,66.8488847
2021,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Total,28,84.19371521
2019,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Total,28,82.66360505
2017,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Total,28,80.59481188
2015,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Total,28,78.62763651
2013,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Total,28,75.70413126
2021,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Mujeres,28,85.07389963
2019,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Mujeres,28,82.23911006
2017,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Mujeres,28,81.17755608
2015,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Mujeres,28,77.275759
2013,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Mujeres,28,73.06392485
2021,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Hombres,28,83.0648521
2019,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Hombres,28,83.16776084
2017,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Hombres,28,80.14491463
2015,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Hombres,28,82.23281144
2013,Satisfacción con el servicio de educación pública universitaria,Tamaulipas,Hombres,28,79.26413655
2021,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Total,29,77.89250921
2019,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Total,29,77.73278076
2017,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Total,29,59.45477466
2015,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Total,29,75.9798215
2013,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Total,29,64.61916462
2021,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Mujeres,29,85.21026592
2019,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Mujeres,29,80.23670507
2017,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Mujeres,29,54.53740033
2015,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Mujeres,29,80.14442393
2013,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Mujeres,29,64.31772575
2021,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Hombres,29,67.36228531
2019,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Hombres,29,75.23602719
2017,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Hombres,29,64.33324962
